X,Y,OBJECTID,ROAD,ROAD_NAME,COMMON_USAGE_NAME,START_SLK,END_SLK,CWY,START_TRUE_DIST,END_TRUE_DIST,NETWORK_TYPE,XSP,RA_NO,RA_NAME,LG_NO,LG_NAME,REST_AREA_TYPE,STAY_24_HOUR,REST_AREA_NAME,OWNERSHIP,INFORMATION_BOARD,SCENIC_LOOKOUT,COMMEMORATION_WAY,SURFACE,SURFACE_TYPE,SURFACE_AREA,CONSTRUCTED_SHELTER,NATURAL_SHADE,LIGHTING_PRESENT,NUMBER_OF_BINS,NUMBER_OF_TOILETS,ACCESSIBLE_TOILETS,EFFLUENT_DUMP_SITE,NUMBER_OF_TABLES,ACCESSIBLE_TABLES,ROUTE_NE_ID
119.7973727,-23.45471003,125858,H006,Great Northern Hwy,Great Northern Hwy,1151.37,1151.37,Single,1145.18,1145.18,State Road,Right,11,Pilbara,703,Meekatharra,Roadhouse,Yes,Private Capricorn Roadhouse,Other,No,No,,Surfaced,,,Yes,Yes,Powered Site,1,1,Yes,No,'1',Yes,247653
114.720162,-27.5032242,125859,H007,North West Coastal Hwy,North West Coastal Hwy,151.04,151.04,Single,151.01,151.01,State Road,Left,14,Mid West-Gascoyne,513,Northampton,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,2250,No,No,,3,0,No,No,0,No,247803
115.2570539,-29.84898443,125860,H004,Brand Hwy,Brand Hwy,220.91,220.91,Single,218.2,218.2,State Road,Right,14,Mid West-Gascoyne,501,Carnamah,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,710,No,Yes,,2,0,No,No,0,No,247578
120.6270158,-33.66544637,125861,H008,South Coast Hwy,South Coast Hwy,347.61,347.61,Single,348.24,348.24,State Road,Right,1,Great Southern,610,Ravensthorpe,Minor Rest Area,No,Jerdacuttup road Rest Area,Main Roads,Yes,No,,Surfaced,Two Coat Seal,,No,No,,2,0,No,No,1,No,247842
116.2177423,-22.66097567,125862,M029,Nanutarra Munjina,Nanutarra Munjina Rd,89.11,89.11,Single,89.11,89.11,State Road,Right,11,Pilbara,811,Ashburton,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,1,Yes,No,0,No,247800
115.3981906,-33.70287553,125863,M008,Vasse,Vasse Hwy,5.5,5.5,Single,5.5,5.5,State Road,Right,2,South West,205,Busselton (C),Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,0,0,No,No,0,No,247861
125.5677159,-18.19866093,125864,H006,Great Northern Hwy,Great Northern Hwy,2523.11,2523.11,Single,2531.64,2531.64,State Road,Left,6,Kimberley,3,Derby - West Kimberley,Roadhouse,Unknown,Shell - Fitzroy Crossing,Other,No,No,Savannah Way,Surfaced,Single Seal,,No,No,Powered Site,1,1,No,No,1,No,247653
118.7459872,-25.99157007,125865,H006,Great Northern Hwy,Great Northern Hwy,820.7,820.7,Single,814.51,814.51,State Road,Left,14,Mid West-Gascoyne,703,Meekatharra,Heavy Vehicle Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,5531,No,No,,2,0,No,No,0,No,247653
116.0876463,-31.90095379,125866,H005,Great Eastern Hwy,Great Eastern Hwy,23.37,23.37,Right,23.56,23.56,State Road,Right,7,Metropolitan,106,Mundaring,Heavy Vehicle Rest Area,No,,Main Roads,No,No,,,,,No,No,,4,0,No,No,0,No,247651
121.6747552,-31.69258949,125867,H010,Coolgardie Esperance Hwy,Coolgardie Esperance Hwy,100.3,100.3,Single,100.26,100.26,State Road,Right,5,Goldfields - Esperance,602,Coolgardie,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,1,0,No,No,0,No,247618
117.8203934,-32.33696326,125868,H052,Brookton Hwy,Brookton-Corrigin Rd,197.48,197.48,Single,195.2,195.2,State Road,Left,8,Wheatbelt,404,Corrigin,Minor Rest Area,No,Dog Cemetry,Other,Yes,No,,Unsurfaced,,,No,Yes,,1,0,No,No,0,No,247583
118.1909918,-31.80051265,125869,M041,York Merredin,Bruce Rock Merredin Rd,154.2,154.2,Single,154.56,154.56,State Road,Right,8,Wheatbelt,403,Bruce Rock,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,2000,No,No,,1,0,No,No,0,No,247884
119.5992895,-27.94641338,125870,M069,Mt Magnet Leinster Rd,Agnew Sandstone Rd,183.9,183.9,Single,183.9,183.9,State Road,Left,5,Goldfields - Esperance,701,Sandstone,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,279527004
115.4390877,-29.19017432,125871,M028,Midlands,Midlands Rd,217.28,217.28,Single,216.56,216.56,State Road,Left,14,Mid West-Gascoyne,509,Mingenew,Minor Rest Area,No,,Other,No,No,,Surfaced,Single Seal,573,No,Yes,,1,0,No,Yes,1,No,247785
115.5182202,-34.15618225,125872,M027,Brockman,Brockman Hwy,32.33,32.33,Single,32.33,32.33,State Road,Right,2,South West,216,Nannup,Minor Rest Area,Yes,,Other,Yes,No,,Unsurfaced,,,No,Yes,,0,1,Yes,No,1,No,247582
119.9713485,-26.55368005,125873,H049,Goldfields Hwy,Goldfields Hwy,639.1,639.1,Single,633.95,633.95,State Road,Right,5,Goldfields - Esperance,706,Wiluna,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,1600,No,No,,2,0,No,No,0,No,247645
115.2622649,-29.81858205,125874,H004,Brand Hwy,Brand Hwy,224.42,224.42,Single,221.71,221.71,State Road,Right,14,Mid West-Gascoyne,501,Carnamah,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,955,No,Yes,,2,0,No,No,0,No,247578
119.6549882,-31.29578927,125875,H005,Great Eastern Hwy,Great Eastern Hwy,398.98,398.98,Single,398.92,398.92,State Road,Right,5,Goldfields - Esperance,611,Yilgarn,Roadhouse,No,Yellowdine,Other,No,No,,Unsurfaced,,,Yes,Yes,,0,0,No,No,0,No,247651
118.1476803,-33.54113173,125876,M021,Kojonup Pingrup,Katanning Nyabing Rd,100.17,100.17,Single,99.11,99.11,State Road,Left,1,Great Southern,309,Kent,Heavy Vehicle Rest Area,No,Nyabing Rest Area,Main Roads,No,No,,Surfaced,Single Seal,,Yes,No,Powered Site,1,0,No,No,1,No,247750
126.2388657,-18.75105424,125877,H006,Great Northern Hwy,Great Northern Hwy,2633.18,2633.18,Single,2641.71,2641.71,State Road,Right,6,Kimberley,2,Halls Creek,Minor Rest Area,No,,Main Roads,No,No,Savannah Way,Unsurfaced,,,No,No,,,,No,No,,No,247653
119.631228,-27.93905595,125878,M069,Mt Magnet Leinster Rd,Agnew Sandstone Rd,187.14,187.14,Single,187.14,187.14,State Road,Right,5,Goldfields - Esperance,701,Sandstone,Minor Rest Area,No,,Main Roads,No,Yes,,Unsurfaced,,,No,Yes,,3,0,No,No,0,No,279527004
114.5240398,-23.11744379,125879,H007,North West Coastal Hwy,North West Coastal Hwy,711.52,711.52,Single,707.32,707.32,State Road,Right,14,Mid West-Gascoyne,803,Carnarvon,Minor Rest Area,No,Winning,Main Roads,No,No,,Surfaced,Two Coat Seal,3450,No,No,,5,0,No,No,0,No,247803
116.1912172,-32.28934224,125880,H001,Albany Hwy,Albany Hwy,51.33,51.33,Single,51.38,51.38,State Road,Left,8,Wheatbelt,427,Wandering,Minor Rest Area,Yes,GlenEagles Rest Area,Other,Yes,No,Y,Unsurfaced,,,No,Yes,,2,1,Yes,No,3,Yes,247561
117.4057406,-32.80388744,125881,M038,Narrogin Kondinin,Williams Kondinin Rd,59.69,59.69,Single,27.97,27.97,State Road,Left,8,Wheatbelt,429,Wickepin,Minor Rest Area,No,Tarling Well & Hall,Other,No,No,Y,Unsurfaced,,,No,Yes,,1,0,No,No,0,No,247801
119.3571819,-32.61973873,125882,H052,Brookton Hwy,Brookton Hwy,369.16,369.16,Single,365.75,365.75,State Road,Left,8,Wheatbelt,412,Kulin,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247583
117.4992388,-32.78155188,125883,M038,Narrogin Kondinin,Wogolin Rd,69.06,69.06,Single,37.34,37.34,State Road,Left,8,Wheatbelt,429,Wickepin,Major Rest Area,No,Albert Facey Homestead,Other,Yes,No,Y,Surfaced,Asphalt Dense Graded,,Yes,Yes,Powered Site,4,1,Yes,No,4,Yes,247801
127.6620645,-31.89225673,125884,H003,Eyre Hwy,Eyre Hwy,589.12,589.12,Single,588.65,588.65,State Road,Right,5,Goldfields - Esperance,603,Dundas,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,3,0,No,No,2,No,247631
116.3794749,-34.34428022,125885,M024,Muir,Muir Hwy,29.59,29.59,Single,29.52,29.52,State Road,Right,2,South West,213,Manjimup,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,0,0,No,No,0,No,247796
125.4621284,-18.12383674,125886,H006,Great Northern Hwy,Great Northern Hwy,2507.87,2507.87,Single,2516.4,2516.4,State Road,Left,6,Kimberley,3,Derby - West Kimberley,Heavy Vehicle Rest Area,No,,Main Roads,No,No,Savannah Way,Surfaced,Single Seal,,No,No,,,,No,No,,No,247653
117.5931773,-29.2828615,125887,H006,Great Northern Hwy,Great Northern Hwy,397.25,397.25,Single,392.04,392.04,State Road,Right,14,Mid West-Gascoyne,707,Yalgoo,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,2099,No,Yes,,1,0,No,No,0,No,247653
116.5950264,-34.9570212,125888,H009,South Western Hwy,South Western Hwy,381.88,381.88,Single,381.33,381.33,State Road,Left,2,South West,213,Manjimup,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,,No,Yes,,0,0,No,No,0,No,247846
115.903787,-32.80654066,125889,H009,South Western Hwy,South Western Hwy,78.79,78.79,Single,78.63,78.63,State Road,Right,2,South West,209,Waroona,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,2,0,No,No,2,Yes,247846
118.2841542,-34.77940275,125890,H008,South Coast Hwy,South Coast Hwy,49.67,49.67,Single,49.67,49.67,State Road,Right,1,Great Southern,302,Albany (C),Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247842
115.9918391,-32.36253761,125891,H009,South Western Hwy,South Western Hwy,24.4,24.4,Single,24.4,24.4,State Road,Right,7,Metropolitan,108,Serpentine - Jarrahdale,Minor Rest Area,No,Serpentine River Bowman Park,Other,Yes,No,,Unsurfaced,,,No,No,,0,0,No,No,1,No,247846
116.758109,-30.96255844,125892,M032,Northam Pithara,Northam Pithara Rd,84.79,84.79,Single,84.46,84.46,State Road,Left,8,Wheatbelt,518,Wongan - Ballidu,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,1200,No,Yes,,1,0,No,No,1,No,247805
116.8157302,-34.992083,125893,H009,South Western Hwy,South Coast Hwy,407.61,407.61,Single,407.06,407.06,State Road,Left,1,Great Southern,305,Denmark,Minor Rest Area,No,Nrnalup rest Area,Main Roads,Yes,No,,Surfaced,Two Coat Seal,,Yes,Yes,Powered Site,2,1,Yes,No,2,Yes,247846
118.063478,-34.46886157,125894,M001,Albany Lake Grace,Chester Pass Rd,55.5,55.5,Single,55.34,55.34,State Road,Left,1,Great Southern,312,Plantagenet,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247560
118.0844346,-27.12029518,125895,H006,Great Northern Hwy,Great Northern Hwy,670,670,Single,664.54,664.54,State Road,Left,14,Mid West-Gascoyne,702,Cue,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,1980,No,No,,2,0,No,No,0,No,247653
116.4498366,-33.91275408,125896,M013,Donnybrook Kojonup,Donnybrook Kojonup Rd,85.07,85.07,Single,85.07,85.07,State Road,Left,2,South West,218,Boyup Brook,Major Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,0,0,No,No,0,No,247624
121.2945857,-31.02119232,125897,H010,Coolgardie Esperance Hwy,Coolgardie Esperance Hwy,14,14,Single,14,14,State Road,Left,5,Goldfields - Esperance,602,Coolgardie,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,2,0,No,No,0,No,247618
116.7622103,-20.79218598,125898,H007,North West Coastal Hwy,North West Coastal Hwy,1097,1097,Single,1092.7,1092.7,State Road,Left,11,Pilbara,814,Karratha (C),Minor Rest Area,No,City of Karratha Information Bay,Main Roads,Yes,No,,Surfaced,Two Coat Seal,7265,No,No,,2,0,No,No,0,No,247803
121.1080713,-21.32362675,125899,M063,Ripon Hills Rd,Ripon Hills Rd,128.92,128.92,Single,128.92,128.92,State Road,Left,11,Pilbara,812,East Pilbara,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247827
117.1618436,-32.93761769,125900,H053,Williams Narrogin Hwy,Williams Rd,29.48,29.48,Single,29.48,29.48,State Road,Left,8,Wheatbelt,418,Narrogin,Minor Rest Area,No,,Other,Yes,No,,Surfaced,Single Seal,,No,Yes,Solar Powered Site,0,0,No,No,0,No,247880
118.9214539,-33.94031434,125901,H008,South Coast Hwy,Hassell Rd,175.66,175.66,Single,175.5,175.5,State Road,Right,1,Great Southern,318,Jerramungup,Heavy Vehicle Rest Area,No,Opposite Jerramungup roadhouse,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247842
117.8691727,-35.02693846,125902,H040,Albany Port Rd,Princess Royal Dr,3.15,3.15,Single,3.15,3.15,State Road,Left,1,Great Southern,302,Albany (C),Minor Rest Area,No,,Main Roads,No,Yes,,Surfaced,Single Seal,,No,Yes,,1,0,No,No,1,No,247565
121.7156823,-33.34016268,125903,H010,Coolgardie Esperance Hwy,Coolgardie Esperance Hwy,303.36,303.36,Single,303.32,303.32,State Road,Right,5,Goldfields - Esperance,604,Esperance,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,2,0,No,No,0,No,247618
120.9810679,-28.16081022,125904,H049,Goldfields Hwy,Goldfields Hwy,402.22,402.22,Single,401.95,401.95,State Road,Right,5,Goldfields - Esperance,608,Leonora,Minor Rest Area,No,,Main Roads,Yes,No,,Unsurfaced,,,No,No,,0,0,No,No,0,No,247645
117.6831819,-29.26545893,125905,H006,Great Northern Hwy,Great Northern Hwy,406.7,406.7,Single,401.49,401.49,State Road,Left,14,Mid West-Gascoyne,707,Yalgoo,Roadhouse,No,Paynes Find,Other,No,No,,,,,Yes,Yes,Powered Site,1,1,Yes,No,1,Yes,247653
117.1823561,-32.82419092,125906,M031,Northam Cranbrook,Great Southern Hwy,154.77,154.77,Single,156.1,156.1,State Road,Left,8,Wheatbelt,405,Cuballing,Heavy Vehicle Rest Area,No,,Other,No,No,,Unsurfaced,,,No,Yes,,1,0,No,No,0,No,247804
117.8380587,-28.8026597,125907,H006,Great Northern Hwy,Great Northern Hwy,462.95,462.95,Single,458.03,458.03,State Road,Left,14,Mid West-Gascoyne,707,Yalgoo,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,900,No,No,,3,0,No,No,1,Yes,247653
116.1764837,-31.20054637,125908,H006,Great Northern Hwy,Great Northern Hwy,87.87,87.87,Single,83.59,83.59,State Road,Left,8,Wheatbelt,502,Chittering,Minor Rest Area,No,Hibbertia Reserve,Main Roads,No,No,,Unsurfaced,,450,No,Yes,,1,0,No,No,3,No,247653
126.8200361,-18.75215672,125909,H006,Great Northern Hwy,Great Northern Hwy,2696.92,2696.92,Single,2705.45,2705.45,State Road,Right,6,Kimberley,2,Halls Creek,Minor Rest Area,No,,Main Roads,No,No,Savannah Way,Unsurfaced,,,No,No,,,,No,No,,No,247653
118.2203592,-34.22512434,125910,M001,Albany Lake Grace,Chester Pass Rd,88.11,88.11,Single,87.95,87.95,State Road,Right,1,Great Southern,307,Gnowangerup,Minor Rest Area,No,,Main Roads,No,Yes,,Unsurfaced,,,No,No,,0,0,No,No,0,No,247560
117.860658,-35.01701666,125911,H040,Albany Port Rd,Hanrahan Rd,1.61,1.61,Single,1.61,1.61,State Road,Left,1,Great Southern,302,Albany (C),Heavy Vehicle Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,,No,No,,0,0,No,No,0,No,247565
124.5620732,-17.43902969,125912,M012,Gibb River,Derby Gibb River Rd,97.46,97.46,Single,97.46,97.46,State Road,Right,6,Kimberley,3,Derby - West Kimberley,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,,,No,No,,No,247644
122.846006,-32.02220385,125913,H003,Eyre Hwy,Eyre Hwy,108.04,108.04,Single,107.8,107.8,State Road,Left,5,Goldfields - Esperance,603,Dundas,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,975,No,Yes,,2,0,No,No,0,No,247631
118.9214539,-33.94031434,125914,H008,South Coast Hwy,Hassell Rd,175.66,175.66,Single,175.5,175.5,State Road,Left,1,Great Southern,318,Jerramungup,Roadhouse,Yes,Jerramungup roadhouse (Ampol),Other,No,No,,Surfaced,Single Seal,,No,No,Powered Site,2,1,Yes,No,1,No,247842
116.219046,-32.16333677,125915,H052,Brookton Hwy,Brookton Hwy,24.66,24.66,Single,24.62,24.62,State Road,Right,7,Metropolitan,101,Armadale (C),Minor Rest Area,No,,Main Roads,No,No,,,,,No,No,,0,0,No,No,0,No,247583
119.8788459,-33.36531671,125916,H052,Brookton Hwy,Newdegate Ravensthorpe Rd,490.59,490.59,Single,470.73,470.73,State Road,Right,1,Great Southern,610,Ravensthorpe,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247583
114.5221468,-26.56883686,125917,H007,North West Coastal Hwy,North West Coastal Hwy,262.73,262.73,Single,260.99,260.99,State Road,Right,14,Mid West-Gascoyne,804,Shark Bay,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,1750,No,No,,2,0,No,No,0,No,247803
114.6334042,-26.86650015,125918,H007,North West Coastal Hwy,North West Coastal Hwy,227.92,227.92,Single,226.18,226.18,State Road,Right,14,Mid West-Gascoyne,804,Shark Bay,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,1500,No,No,,2,0,No,No,0,No,247803
117.1274149,-22.97840688,125919,M029,Nanutarra Munjina,Nanutarra Munjina Rd,191.55,191.55,Single,191.55,191.55,State Road,Left,11,Pilbara,811,Ashburton,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247800
128.1301702,-31.84076826,125920,H003,Eyre Hwy,Eyre Hwy,634.14,634.14,Single,633.67,633.67,State Road,Left,5,Goldfields - Esperance,603,Dundas,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,5,1,No,No,1,No,247631
119.9060288,-33.59770424,125921,H008,South Coast Hwy,South Coast Hwy,276.09,276.09,Single,275.93,275.93,State Road,Left,1,Great Southern,610,Ravensthorpe,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247842
117.2522774,-20.83450729,125922,H007,North West Coastal Hwy,North West Coastal Hwy,1154.08,1154.08,Single,1149.78,1149.78,State Road,Right,11,Pilbara,814,Karratha (C),Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,,No,No,,2,0,No,No,0,No,247803
120.5851932,-19.87344516,125923,H006,Great Northern Hwy,Great Northern Hwy,1819.36,1819.36,Single,1827.89,1827.89,State Road,Right,11,Pilbara,1,Broome,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,,No,No,,1,0,No,No,0,No,247653
114.622181,-28.28124559,125924,H007,North West Coastal Hwy,North West Coastal Hwy,60.18,60.18,Single,60.15,60.15,State Road,Left,14,Mid West-Gascoyne,513,Northampton,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,1170,No,No,,2,0,No,No,0,No,247803
116.8801574,-33.03262945,125925,H001,Albany Hwy,Albany Hwy,158.81,158.81,Single,158.86,158.86,State Road,Right,8,Wheatbelt,430,Williams,Heavy Vehicle Rest Area,No,,Main Roads,No,No,,,,,No,No,,1,0,No,No,0,No,247561
114.2331639,-25.7033149,125926,H007,North West Coastal Hwy,North West Coastal Hwy,366.78,366.78,Single,365.04,365.04,State Road,Left,14,Mid West-Gascoyne,803,Carnarvon,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,2625,No,No,,2,0,No,No,0,No,247803
115.8769601,-33.12598453,125927,H009,South Western Hwy,South Western Hwy,117.01,117.01,Single,116.85,116.85,State Road,Left,2,South West,211,Harvey,Major Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,,No,No,,0,0,No,No,0,No,247846
116.5083127,-22.76843523,125928,M029,Nanutarra Munjina,Nanutarra Munjina Rd,122.24,122.24,Single,122.24,122.24,State Road,Right,11,Pilbara,811,Ashburton,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247800
116.5235271,-31.71956695,125929,H005,Great Eastern Hwy,Great Eastern Hwy,77.06,77.06,Single,76.86,76.86,State Road,Right,8,Wheatbelt,421,Northam,Minor Rest Area,No,,Main Roads,Yes,No,,Unsurfaced,,1000,Yes,Yes,Powered Site,3,4,Yes,No,2,Yes,247651
117.6775091,-34.11822114,125930,M031,Northam Cranbrook,Great Southern Hwy,323.5,323.5,Single,324.04,324.04,State Road,Left,1,Great Southern,303,Broomehill - Tambellup,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,1,0,No,No,1,No,247804
115.5467955,-29.3005159,125931,M028,Midlands,Midlands Rd,199.45,199.45,Single,199.21,199.21,State Road,Right,14,Mid West-Gascoyne,509,Mingenew,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,117,No,Yes,,0,0,No,No,0,No,247785
116.0172807,-33.80819697,125932,H009,South Western Hwy,South Western Hwy,220.73,220.73,Single,220.38,220.38,State Road,Right,2,South West,203,Bridgetown - Greenbushes,Heavy Vehicle Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,,No,Yes,,2,0,No,No,0,No,247846
117.6074934,-34.2660188,125933,M031,Northam Cranbrook,Great Southern Hwy,342.45,342.45,Single,342.99,342.99,State Road,Left,1,Great Southern,304,Cranbrook,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,Yes,,1,0,No,No,0,No,247804
114.673356,-28.04288166,125934,H007,North West Coastal Hwy,North West Coastal Hwy,88.93,88.93,Single,88.9,88.9,State Road,Right,14,Mid West-Gascoyne,513,Northampton,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,1200,No,No,,3,2,No,No,2,No,247803
127.2875679,-31.91063369,125935,H003,Eyre Hwy,Eyre Hwy,553.35,553.35,Single,552.88,552.88,State Road,Left,5,Goldfields - Esperance,603,Dundas,Minor Rest Area,No,Moodini Bluff,Main Roads,No,No,,Unsurfaced,,,Yes,Yes,,11,1,Yes,No,3,Yes,247631
115.4198649,-33.79476684,125936,M081,Sues Rd,Sues Rd,16,16,Single,16,16,State Road,Right,2,South West,205,Busselton (C),Major Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,,No,Yes,,0,0,No,No,0,No,247852
124.0694115,-17.81289488,125937,H006,Great Northern Hwy,Great Northern Hwy,2349.15,2349.15,Single,2357.68,2357.68,State Road,Left,6,Kimberley,3,Derby - West Kimberley,Heavy Vehicle Rest Area,No,,Main Roads,No,No,Savannah Way,Surfaced,Single Seal,,No,No,,,,No,No,,No,247653
118.3001454,-31.48573581,125938,H005,Great Eastern Hwy,Great Eastern Hwy,259.46,259.46,Single,260.03,260.03,State Road,Right,8,Wheatbelt,414,Merredin,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,400,No,Yes,,2,0,No,No,0,No,247651
127.8294739,-17.87204893,125939,H006,Great Northern Hwy,Great Northern Hwy,2866.08,2866.08,Single,2866.94,2866.94,State Road,Right,6,Kimberley,2,Halls Creek,Minor Rest Area,No,Little Panton,Main Roads,No,No,Savannah Way,Surfaced,Single Seal,4094,Yes,No,,,,No,No,1,No,247653
116.5226624,-32.69550801,125940,M003,Bannister Marradong,Bannister Marradong Rd,0.34,0.34,Single,0.34,0.34,State Road,Left,2,South West,214,Boddington,Heavy Vehicle Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,,No,No,,0,0,No,No,0,No,247571
117.080651,-32.52482176,125941,M031,Northam Cranbrook,Quadrant St,116.83,116.83,Single,118.16,118.16,State Road,Right,8,Wheatbelt,423,Pingelly,Minor Rest Area,No,,Other,No,No,,Unsurfaced,,,No,Yes,,1,0,No,No,1,No,247804
116.5968198,-31.50583365,125942,M060,Goomalling Toodyay,Goomalling Toodyay Rd,33.59,33.59,Single,33.59,33.59,State Road,Right,8,Wheatbelt,426,Toodyay,Heavy Vehicle Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,800,No,No,,1,0,No,No,0,No,247648
114.1031045,-22.06663668,125943,H048,Minilya Exmouth Rd,Minilya Exmouth Rd,200.89,200.89,Single,200.89,200.89,State Road,Right,14,Mid West-Gascoyne,806,Exmouth,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,1500,No,No,,2,0,No,No,0,No,247789
118.5248622,-22.58663575,125944,M062,Karijini Dr,Karijini Dr,21.5,21.5,Single,21.5,21.5,State Road,Right,11,Pilbara,811,Ashburton,Minor Rest Area,No,,Main Roads,No,Yes,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247746
125.9276614,-16.71985544,125945,M012,Gibb River,Derby Gibb River Rd,299.14,299.14,Single,299.14,299.14,State Road,Left,6,Kimberley,3,Derby - West Kimberley,Roadhouse,No,Mount Barnett,Other,No,No,,Unsurfaced,,,Yes,Yes,Powered Site,1,1,No,No,1,No,247644
116.8407324,-31.31448,125946,M032,Northam Pithara,Northam Pithara Rd,42.94,42.94,Single,42.94,42.94,State Road,Right,8,Wheatbelt,408,Goomalling,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Two Coat Seal,1000,No,Yes,,1,0,No,No,1,No,247805
116.9303321,-32.13377415,125947,M031,Northam Cranbrook,Great Southern Hwy,69.56,69.56,Single,70.92,70.92,State Road,Left,8,Wheatbelt,401,Beverley,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,300,No,Yes,,1,0,No,No,0,No,247804
127.9542295,-17.47448238,125948,H006,Great Northern Hwy,Great Northern Hwy,2920.5,2920.5,Single,2921.29,2921.29,State Road,Right,6,Kimberley,2,Halls Creek,Minor Rest Area,No,,Main Roads,No,Yes,Savannah Way,Surfaced,Single Seal,,No,No,,,,No,No,,No,247653
119.6488975,-23.29043532,125949,H006,Great Northern Hwy,Great Northern Hwy,1179.38,1179.38,Single,1172.22,1172.22,State Road,Right,11,Pilbara,812,East Pilbara,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,1,0,No,No,0,No,247653
118.0292788,-34.52616625,125950,M001,Albany Lake Grace,Chester Pass Rd,48.23,48.23,Single,48.07,48.07,State Road,Left,1,Great Southern,312,Plantagenet,Minor Rest Area,No,,Main Roads,No,No,,Surfaced,Single Seal,,Yes,Yes,,1,0,No,No,1,Yes,247560
126.8748092,-31.90744541,125951,H003,Eyre Hwy,Eyre Hwy,513.47,513.47,Single,513,513,State Road,Left,5,Goldfields - Esperance,603,Dundas,Minor Rest Area,No,,Main Roads,No,No,,Unsurfaced,,,No,No,,2,0,No,No,0,No,247631
